@relation rationale
@attribute sentence string
@attribute classification string
@data
"Concerning jobs specifying console ownership, they will fail indeed, but those jobs (rcS, mountall-shell, ...) really can't be used in a OpenVZ environment anyway.",'relevant'
"Oh, I'm sorry for my stupidity... can confirm that the patch above works here - no more 100% cpu usage after rebooting.",'relevant'
'Just wanted to confirm the patch is working for me, many thanks!','relevant'
'Hope to see it in upstream soon :)','irrelevant'
'I have the same issue here, physical server runs CentOS 6.0, VE runs Ubuntu.','relevant'
'You can easily grant access to the physical version of /dev/console with the following command on your physical server:\nvzctl set 105 --devices c:5:1:rw --save\nReplace 105 with the number of you VE.','relevant'
'After this, reboot and init will no longer be hogging 100% cpu.','relevant'
'I would consider this a regression - it was working fine in Natty, so has been broken for oneiric.','relevant'
'I would like to see a default ubuntu instance work without changes in an openvz environment - it would help encourage the use of ubuntu for virtualized environments.','relevant'
"For me, ubuntu wouldn't start at all until I had made some changes to the init scripts.",'relevant'
'This is definitely still broken :(','relevant'
'The specified vzctl command does not fix anything...','relevant'
"I'm using Parallel Virtuozzo.",'irrelevant'
'After upgrade from 11.04 to 11.10, init is using 100% of cpu all the time.','relevant'
'About the patch,how to use it.','irrelevant'
'?','irrelevant'
'I found another workaround which do not involve patching : simply delete\n/dev/console in the VE and replace it with a plain file.','relevant'
'On Mon, Nov 7, 2011 at 4:45 AM, Cedric Schieli  wrote:\n\n> I found another workaround which do not involve patching : simply delete\n> /dev/console in the VE and replace it with a plain file.','relevant'
"Doesn't work.",'relevant'
'VE will not boot if the file is a regular file...\n--\nKristian Erik Hermansen\nhttps://profiles.google.com/kristian.hermansen','relevant'
'It seems like there is a patch for this in the upstart trunk already?','relevant'
'http://bazaar.launchpad.net/~upstart-devel/upstart/trunk/revision/1326','relevant'
"Please don't subscribe people to bugs without their permission",'irrelevant'
"I'm sorry Scott, I will not do that again.",'irrelevant'
'Thanks for your patience.','irrelevant'
'This has actually stopped happening on my server, after an upgrade by my hosting provider.','relevant'
'For those still affected by the issue, I have created a PPA that contains the latest oneiric package, with just this one upstream bugfix added:\nhttps://code.launchpad.net/~jammy/+archive/upstart.fix-880049\nIts waiting to build on launchpad now, packages should be available in a few hours.','relevant'
'I would like to add something to the opinion that openvz should fix this.','irrelevant'
'I agree that it should be fixed by openvz.','relevant'
'But many people are not in control of the openvz/ Virtuozzo installation, because they just have rent a virtual server.','relevant'
"And as it worked before it should still work because else those affected people don't trust into the dependability of Ubuntu any more.",'relevant'
"And by the way, there are many fixes for bad hardware in the kernel, why shouldn't there be fixes in Ubuntu for bad virtual hardware.",'relevant'
'On Wed, Nov 23, 2011 at 6:08 PM, David Schoen  wrote:\n\n> I was able to work around this by replacing /dev/console with a symlink to /dev/null and rebooting, i.e.','relevant'
':\n> # rm /dev/console\n> # cd /dev\n> # ln -s null console\n> # reboot\n\nContainer will not boot (only mount) if the above is attempted.','relevant'
'Not a\nsolution...\n--\nKristian Erik Hermansen\nhttps://profiles.google.com/kristian.hermansen','irrelevant'
'And openvz thinks that this is bug in upstart: http://bugzilla.openvz.org/show_bug.cgi?id=2165#c4','irrelevant'
'It was too buggy to enable by default at the time time, so we disabled it.','relevant'
'If you look around on bugzilla.gnome.org, there were a large number of bugs related to this extension, mostly from races between this plugin and the importing plugin causing a lot of weird things to happen.','relevant'
'Thanks a lot for reporting this, however since Banshee is due to be dropped from the default installation, this bug no longer constitutes a papercut.','relevant'
'More information on what constitutes a papercut may be found here https://wiki.ubuntu.com/PaperCut','irrelevant'
"It's still in discussion and a decision has not been made yet.",'irrelevant'
"Though Banshee won't be in 12.04 anymore, this is still a valid papercut.",'relevant'
'Because the definition of papercuts has changed, and now bugs in featured commonly-used apps can also classify as papercuts.','relevant'
"I'm confirming this, not triaging, since having an unstable plugin install when sudo apt-get install banshee is run, would lead to a sub-par user experience.",'relevant'
'Hyperair might know more about what should be done in this case.','irrelevant'
'Thanks a lot for reporting this, however since Banshee is due to be dropped from the default installation, this bug no longer constitutes a papercut.','relevant'
'More information on what constitutes a papercut may be found here https://wiki.ubuntu.com/PaperCut','irrelevant'
'This may be related to unity.','relevant'
"If I do a 'unity --replace' it seems to fix the primary display to not be offset 50% too high.",'relevant'
'Hi, thanks for your bug report.','irrelevant'
'It looks like it might be related to unity.','relevant'
'If not, then I hope users of other window managers will leave a note here.','irrelevant'
'screenshot please?','irrelevant'
'Screenshot attached.','irrelevant'
'Notice the bottom of the unity bar.','irrelevant'
"That is where the bottom of the that monitor is (I'm using twinview, so you can see the beginning of the right monitor where you can see the wallpaper, on the left screen thunderbird is running maximized)",'relevant'
'I can recall similar reports with Unity 5.6 running on Nvidia cards with the proprietary driver.','relevant'
'Can you check if the issue occurs with Unity 5.8 too?','irrelevant'
'This may be related to unity.','relevant'
"If I do a 'unity --replace' it seems to fix the primary display to not be offset 50% too high.",'relevant'
'Hi, thanks for your bug report.','irrelevant'
'It looks like it might be related to unity.','relevant'
'If not, then I hope users of other window managers will leave a note here.','irrelevant'
'screenshot please?','irrelevant'
'Screenshot attached.','irrelevant'
'Notice the bottom of the unity bar.','irrelevant'
"That is where the bottom of the that monitor is (I'm using twinview, so you can see the beginning of the right monitor where you can see the wallpaper, on the left screen thunderbird is running maximized)",'relevant'
'I can recall similar reports with Unity 5.6 running on Nvidia cards with the proprietary driver.','relevant'
'Can you check if the issue occurs with Unity 5.8 too?','irrelevant'
'This may be related to unity.','relevant'
"If I do a 'unity --replace' it seems to fix the primary display to not be offset 50% too high.",'relevant'
'Hi, thanks for your bug report.','irrelevant'
'It looks like it might be related to unity.','relevant'
'If not, then I hope users of other window managers will leave a note here.','irrelevant'
'screenshot please?','irrelevant'
'Screenshot attached.','irrelevant'
'Notice the bottom of the unity bar.','irrelevant'
"That is where the bottom of the that monitor is (I'm using twinview, so you can see the beginning of the right monitor where you can see the wallpaper, on the left screen thunderbird is running maximized)",'relevant'
'I can recall similar reports with Unity 5.6 running on Nvidia cards with the proprietary driver.','relevant'
'Can you check if the issue occurs with Unity 5.8 too?','irrelevant'
"I am having exactly the same issue, although it doesn't seem to be related to any panel-stuff in my case.",'relevant'
'It appeared yesterday, probably after installing updates from the last two weeks.','relevant'
'When attempting to shut down, nothing appears in /var/log/syslog, and no new output is added to dmesg.','relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'I too have this problem.','relevant'
'When using  it shuts down, takes me the grey panel, the dots change until the last one is highlighted, but the machine does not switch off.','relevant'
'I then have to hold down the power off hard button to switch off.','relevant'
'This problem seems to come and go.','relevant'
'This time I cannot find a solution to it.','relevant'
'Please run kdebugdialog and tick everything, then reboot, then try to trigger the issue and attach the file .xsession-errors from your home directory to this report.','irrelevant'
"Also useful logs:\n/var/log/kdm.log\n/var/logl/Xorg.0.log\nIf your session remains fully functional after trying to shutdown/reboot/logout you can simply do that, if not you'll have to switch to a virtual terminal ALT-shift-f1 and copy the files somewhere while your session is stuck trying to shutdown.",'irrelevant'
'Point being that the logs get overwritten once you start a new session.','irrelevant'
'Also a note on comment #3: quite literally you cannot/should not expect halt to do anything more than halt the system (i.e.','relevant'
'stop the CPU from doing anything).','irrelevant'
'What you probably want to use is shutdown, which brings down the OS and then stops power supply.','relevant'
'for convenience/safety reasons halt also brings down the OS first but it will not actually stop the power supply.','relevant'
"halt very much directly relates to the fact that most CPUs have a dedicated instruction to stop them from doing anything, that instruction is mostly called halt (or a shorter version of it like 'hlt'), and that is actually what is called at the end of the program called 'halt'.",'relevant'
'Strictly speaking not every computer can actually shutdown and/or reboot as those features depend on additional low-level magic such as ACPI to allow power management control and consequently allow software to tell the computer to shut down power supply or shut it down and then fire it up again.','relevant'
'With that in mind you almost never want to use halt but shutdown (even though just about all linux/bsd/whatever versions will have halt either do exactly what shutdown does or what you experience on Ubuntu - a OS shutdown combined with halting the CPU).','relevant'
'[Expired for kde-workspace (Ubuntu) because there has been no activity for 60 days.]','irrelevant'
'Data requested still not present.','irrelevant'
'Good morning!','irrelevant'
"I'm very sorry but I can't deliver any data anymore because I'm already\nwith kubuntu 12.10.",'irrelevant'
'Cheers.','irrelevant'
'On 01/09/2013 11:46 AM, Harald Sitter wrote:\n\n> Data requested still not present.','irrelevant'
'>\n> ** Changed in: kde-workspace (Ubuntu)\n>        Status: Confirmed => Invalid\n>','irrelevant'
'Will provide requested debug info on next message.','irrelevant'
'kdm.log','irrelevant'
'Also\nqdbus org.kde.ksmserver /KSMServer org.kde.KSMServerInterface.logout -1 -1 -1\ndoes nothing.','irrelevant'
'No new lines to .xsession-errors.','irrelevant'
'Having the same problem with Ubuntu 12.04.4 and kde-standard package installed.','relevant'
'User switching works, lock screen works but nothing happens on logout.','relevant'
'sleep works.','irrelevant'
'Logout, restart, shutdown do not work.','relevant'
'Can it simply be that some dependency is missing in the kde-standard package?','relevant'
"I didn't try the kde-full package though.",'irrelevant'
'Using opensource drivers for the videocard (NVIDIA GT218 (GeForce 210)).','irrelevant'
'Unity and gnome can logout/restart/shutdown without problems.','irrelevant'
'Subscribing Harald since he clearly forgot to follow up.','irrelevant'
"I'm having this problem with Kubuntu 14.04.",'relevant'
'It only happens sometimes.','relevant'
'Other times when clicking the log out button it works fine.','irrelevant'
'Have the same problem with Ubuntu 12.04.4 with kde-full installed.','relevant'
"Logout doesn't work, shutdown dosen't work, reboot doesn't work.",'relevant'
'Had ubuntu 12.04.2(?)','irrelevant'
'before on a different computer, all of the above works fine.','irrelevant'
