@relation rationale
@attribute sentence string
@attribute classification string
@data
'AFOR-2 and AFOR-3 (AFOR-3 refers to AFOR-2 with special code for allOnes frames), was able to beat Rice on two datasets, and S-64 on one (but it was very close to Rice on the others):\nDBpedia dataset: (structured version of wikipedia)\n\n\nMethod\nEnt\nFrq\nAtt\nVal\nPos\nTotal\n\n\nAFOR-1\n0.246\n0.043\n0.141\n0.065\n0.180\n0.816\n\n\nAFOR-2\n0.229\n0.039\n0.132\n0.059\n0.167\n0.758\n\n\nAFOR-3\n0.229\n0.031\n0.131\n0.054\n0.159\n0.736\n\n\nFOR\n0.315\n0.061\n0.170\n0.117\n0.216\n1.049\n\n\nPFOR\n0.317\n0.044\n0.155\n0.070\n0.205\n0.946\n\n\nRice\n0.240\n0.029\n0.115\n0.057\n0.152\n0.708\n\n\nS-64\n0.249\n0.041\n0.133\n0.062\n0.171\n0.791\n\n\nVByte\n0.264\n0.162\n0.222\n0.222\n0.245\n1.335\n\n\nGeonames Dataset: \n\n\nMethod\nEnt\nFrq\nAtt\nVal\nPos\nTotal\n\n\nAFOR-1\n0.129\n0.023\n0.058\n0.025\n0.025\n0.318\n\n\nAFOR-2\n0.123\n0.023\n0.057\n0.024\n0.024\n0.307\n\n\nAFOR-3\n0.114\n0.006\n0.056\n0.016\n0.008\n0.256\n\n\nFOR\n0.150\n0.021\n0.065\n0.025\n0.023\n0.349\n\n\nPFOR\n0.154\n0.019\n0.057\n0.022\n0.023\n0.332\n\n\nRice\n0.133\n0.019\n0.063\n0.029\n0.021\n0.327\n\n\nS-64\n0.147\n0.021\n0.058\n0.023\n0.023\n0.329\n\n\nVByte\n0.216\n0.142\n0.143\n0.143\n0.143\n0.929\n\n\nSindice Dataset: Very heterogeneous dataset containing hundred of thousands of web dataset\n\n\nMethod\nEnt\nFrq\nAtt\nVal\nPos\nTotal\n\n\nAFOR-1\n2.578\n0.395\n0.942\n0.665\n1.014\n6.537\n\n\nAFOR-2\n2.361\n0.380\n0.908\n0.619\n0.906\n6.082\n\n\nAFOR-3\n2.297\n0.176\n0.876\n0.530\n0.722\n5.475\n\n\nFOR\n3.506\n0.506\n1.121\n0.916\n1.440\n8.611\n\n\nPFOR\n3.221\n0.374\n1.153\n0.795\n1.227\n7.924\n\n\nRice\n2.721\n0.314\n0.958\n0.714\n0.941\n6.605\n\n\nS-64\n2.581\n0.370\n0.917\n0.621\n0.908\n6.313\n\n\nVByte\n3.287\n2.106\n2.411\n2.430\n2.488\n15.132\n\n\nHere, Ent refers to entity id (similar to doc id), Att and Val are structural node ids.','relevant'
'Hi Michael, \nthe first results are not that impressive.','relevant'
'Could you tell me what is BulkVInt ?','irrelevant'
'Is it the simple VInt codec implemented on top of the Bulk branch ?','irrelevant'
"What the difference between '+united +states' and '+nebraska +states' ?",'irrelevant'
'Is nebraska a low frequency term ?','irrelevant'
'\nThe BulkVInt codec is VInt implemented as a FixedIntBlock codec.','relevant'
'Yes, I saw the code, it is a similar implementation of the VInt we used in our experiments.','irrelevant'
'previously various codecs\nlooked much faster than Vint but a lot of the reason for this is due to the way Vint\nwas implemented...','relevant'
'This is odd, because we observed the contrary (on the lucene-1458 branch).','relevant'
'The standard codec was by an order of magnitude faster than any other codec.','relevant'
'We discovered that this was due to the IntBlock interface implementation that:\n\nwas copying the buffer bytearray two times (one time from the disk to the buffer, then another time from the buffer to the IntBlock codec).','relevant'
'had to perform more work wrt to check each of the buffer (IntBlock buffer, IndexInput buffer).','relevant'
'But this might have been improved since then.','relevant'
'Michael told me he worked on a new version of the IntBlock interface which was more performant.','relevant'
"So, if we 'group' the long values so we are e.g.",'relevant'
"reading say N long values\nat once in a single internal 'block', I think we might get more efficiency\nvia the I/O system, and also less overhead from the bulkpostings apis.",'relevant'
'If I understand, this is similar to increasing the boundaries of the variable block size.','relevant'
'Indeed, it incurs some non-negligible overhead to perform a block read for each simple64 long word (simple64 frame), and this might be better to read more than one per block read.','relevant'
'On the facility for allOnes in AFOR-3: one of the reasons why this appears to be of rather little use is that current analyzers do not index stop words.','relevant'
'They do this for two reasons, index size and query time, both based on VByte.','relevant'
'With an allOnes facility the first reason disappears almost completely, and query times can be also be guarded in other ways, for example by checking for document frequency and then trying to fall back on digrams.','relevant'
'So the message is: please keep this in.','relevant'
'Attached patch, adding block multiplier to Simple64VarInt.','relevant'
"I haven't tested perf impact yet...",'irrelevant'
'New patch, cuts over to bulk-reading the byte[] and then pulling a LongBuffer from that.','relevant'
'Bulk move 4.4 issues to 4.5 and 5.0','relevant'
'Move issue to Lucene 4.9.','relevant'
'I added a SegmentListener class which is set on IWC.','relevant'
'I still need to write unit tests and add an event for aborted merges.','relevant'
'Perhaps we want to enable a collection of segment listeners instead of only one?','relevant'
'A CompositeSegmentListener niftily removes the need for collection.','relevant'
'A CompositeSegmentListener niftily removes the need for collection\nHow would it look?','irrelevant'
'A SegmentListener that has a number of children SLs and delegates eventHappened() calls to them.','relevant'
'I think start/endTime can be long and not Long?','relevant'
"Maybe instead of adding init/start/endTime to OneMerge, you can pass a 'time' parameter to MergeEvent.",'relevant'
'So its signature will be MergeEvent(Type type, long time, OneMerge merge).','relevant'
"The 'time' parameter can then be interpreted according to Type.",'relevant'
'Even better, I think you can remove that parameter entirely, and have MergeEvent call System.currentTimeMillis() and set its internal member according to Type?','relevant'
'About this:\n\n\npublic long getMergeSegmentSize(boolean includeDocStores) throws IOException {\n  // nocommit: cache this?','relevant'
"return mergeInfo.sizeInBytes(includeDocStores);\n}\n\n\nSegmentInfo caches sizeInBytes, so I think the 'nocommit' can go away.",'relevant'
"However, I did notice that SegmentInfo's cache is potentially buggy \x96 it doesn't take into account 'includeDocStores'.",'relevant'
"I.e., if you call it once w/ 'false' and then with 'true' (or vice versa), you won't get the right sizeInBytes.",'relevant'
"I'll open a separate issue to fix this.",'irrelevant'
'I think start/endTime can be long and not Long?','relevant'
"Long's used because it allows null.",'relevant'
"Maybe instead of adding init/start/endTime to OneMerge, you can pass a 'time' parameter to MergeEvent.",'relevant'
'So its signature will be MergeEvent(Type type, long time, OneMerge merge).','relevant'
"The 'time' parameter can then be interpreted according to Type.",'relevant'
'Even better, I think you can remove that parameter entirely, and have MergeEvent call System.currentTimeMillis() and set its internal member according to Type?','relevant'
"I think it's generally useful to keep track of the time(s) in the OneMerge object.",'relevant'
"It's implemented this way so that the, likely a user interface does not need to store the various times itself.",'relevant'
'Actually, logging applications also need to print the durations.','relevant'
"I did notice that SegmentInfo's cache is potentially buggy - it doesn't take into account 'includeDocStores'.",'relevant'
"Yes, that'd be good to fix.",'relevant'
"Long's used because it allows null.",'relevant'
'I see.','irrelevant'
'We could go with a -1 setting also - I see no reason to allocate an object, and use auto-boxing as we do that .','relevant'
"I think it's generally useful to keep track of the time(s) in the OneMerge object.",'relevant'
"I'm not going to argue too much about that point - was just thinking that OneMerge is already filled with members and it'd be nice if we can add more to it.",'relevant'
'As for the logging scenario, I think that with the CompositeSegmentsListener an application can easily plug in its SL for logging purposes.','relevant'
"But as I said, I don't mind about it too much.",'irrelevant'
'BTW, I think SegmentListener is not the proper name?','relevant'
'I.e., it does not listen on Segments, right?','relevant'
'Maybe a SegmentMergeListener, or simple a MergeListener?','relevant'
'It anyway accepts only a MergeEvent ....','irrelevant'
"We could go with a -1 setting also - I see no reason to allocate an object, and use auto-boxing as we do that\nThat's a style thing.",'relevant'
"I prefer null as it's conclusive and doesn't lead to incorrect calculations, just NPEs.",'relevant'
'I think SegmentListener is not the proper name?','relevant'
'I.e., it does not listen on Segments, right?','relevant'
'Maybe a SegmentMergeListener, or simple a MergeListener?','relevant'
'I had MergeListener, then changed it to be more generic.','relevant'
'I think we should add other segment events such as flush, open, clone, close, etc?','relevant'
'I see.','irrelevant'
"I'm ok with both then.",'relevant'
"I'll added events for flush, open, clone, close and the CompositeSegmentsListener.",'relevant'
"Here's a first cut including workarounds to avoid NPEs and file not found exceptions in SegmentInfo (when calling size in bytes).",'relevant'
"There's a test case for merge init, start, and complete.",'irrelevant'
'I need to add one for abort.','relevant'
'The aborted merge event is now generated and tested for.','relevant'
"I separated out a ReaderListener because it's tied to the ReaderPool which eventually will exist external to IW.",'relevant'
"Here's another iteration.",'relevant'
'Changed the name to IndexEventListener.','relevant'
'Added experimental to the Javadocs, and I probably need to add more.','relevant'
'There are some nocommits still, eg, for the reason a flush kicked off.','relevant'
'Reader events should be in a different issue as reader pool is moving out of IW soon?','relevant'
'All tests pass.','relevant'
"Here's an update, there's one nocommit as I'm not sure how we want to capture and exception and rethrow (a Throwable).",'relevant'
"Adding the reason a flush occurred requires quite a bit of refactoring that we can probably leave for later if it's needed.",'relevant'
'Updated to trunk, and all tests pass.','relevant'
'but constitutes an API backcompat break\nCan abort() have a default impl in IndexOutput, such as close() followed by deleteFile() maybe?','relevant'
"If so, then it won't break anything.",'relevant'
'Anyway, I think we can make an exception in this case - only those who impl Directory and provide their own IndexOutput extension will be affected, which I think is a relatively low number of applications?','relevant'
'What do you think?','irrelevant'
'Would abort() on Directory fit better?','relevant'
'E.g., it can abort all currently open and modified files, instead of the caller calling abort() on each IndexOutput?','relevant'
